CustomerID,year_month,total_amount,total_orders,InvoiceDate,cohort_month,year_month_period,cohort_month_period,month_period
13416.0,2011-09,275.0,1,2011-09-01,2011-09,2011-09,2011-09,1
13416.0,2011-10,437.5,1,2011-10-01,2011-09,2011-10,2011-09,2
13417.0,2011-05,236.0,1,2011-05-01,2011-05,2011-05,2011-05,1
13417.0,2011-12,404.83,1,2011-12-01,2011-05,2011-12,2011-05,8
13418.0,2010-12,1329.62,5,2010-12-01,2010-12,2010-12,2010-12,1
13418.0,2011-04,365.99,2,2011-04-01,2010-12,2011-04,2010-12,5
13418.0,2011-05,1284.1399999999999,4,2011-05-01,2010-12,2011-05,2010-12,6
13418.0,2011-06,441.47,3,2011-06-01,2010-12,2011-06,2010-12,7
13418.0,2011-07,300.62,2,2011-07-01,2010-12,2011-07,2010-12,8
13418.0,2011-08,263.19,1,2011-08-01,2010-12,2011-08,2010-12,9
13418.0,2011-09,754.59,3,2011-09-01,2010-12,2011-09,2010-12,10
13418.0,2011-10,372.38,2,2011-10-01,2010-12,2011-10,2010-12,11
13418.0,2011-11,688.62,1,2011-11-01,2010-12,2011-11,2010-12,12
13419.0,2011-10,221.06,1,2011-10-01,2011-10,2011-10,2011-10,1
13420.0,2011-06,55.8,1,2011-06-01,2011-06,2011-06,2011-06,1
13420.0,2011-07,123.55,3,2011-07-01,2011-06,2011-07,2011-06,2
13421.0,2011-02,827.14,2,2011-02-01,2011-02,2011-02,2011-02,1
13421.0,2011-10,1026.04,1,2011-10-01,2011-02,2011-10,2011-02,9
13422.0,2011-10,2651.05,2,2011-10-01,2011-10,2011-10,2011-10,1
13425.0,2011-02,401.57,1,2011-02-01,2011-02,2011-02,2011-02,1
13425.0,2011-06,773.08,1,2011-06-01,2011-02,2011-06,2011-02,5
13425.0,2011-08,449.56,1,2011-08-01,2011-02,2011-08,2011-02,7
13426.0,2010-12,336.98,1,2010-12-01,2010-12,2010-12,2010-12,1
13426.0,2011-01,302.45,1,2011-01-01,2010-12,2011-01,2010-12,2
13426.0,2011-03,306.39,1,2011-03-01,2010-12,2011-03,2010-12,4
13426.0,2011-04,339.2,1,2011-04-01,2010-12,2011-04,2010-12,5
13426.0,2011-06,273.66,1,2011-06-01,2010-12,2011-06,2010-12,7
13426.0,2011-09,542.59,3,2011-09-01,2010-12,2011-09,2010-12,10
13426.0,2011-10,697.46,1,2011-10-01,2010-12,2011-10,2010-12,11
13426.0,2011-11,641.4300000000001,2,2011-11-01,2010-12,2011-11,2010-12,12
13426.0,2011-12,291.78000000000003,1,2011-12-01,2010-12,2011-12,2010-12,13
13427.0,2011-05,214.5,1,2011-05-01,2011-05,2011-05,2011-05,1
13427.0,2011-08,250.36,1,2011-08-01,2011-05,2011-08,2011-05,4
13427.0,2011-11,117.74000000000001,1,2011-11-01,2011-05,2011-11,2011-05,7
13428.0,2011-11,218.47,1,2011-11-01,2011-11,2011-11,2011-11,1
13429.0,2011-09,330.6,1,2011-09-01,2011-09,2011-09,2011-09,1
13429.0,2011-10,362.4,2,2011-10-01,2011-09,2011-10,2011-09,2
13429.0,2011-11,313.8,1,2011-11-01,2011-09,2011-11,2011-09,3
13430.0,2011-09,367.07,3,2011-09-01,2011-09,2011-09,2011-09,1
13430.0,2011-11,343.14,1,2011-11-01,2011-09,2011-11,2011-09,3
13431.0,2011-09,853.68,1,2011-09-01,2011-09,2011-09,2011-09,1
13431.0,2011-10,231.82,1,2011-10-01,2011-09,2011-10,2011-09,2
13434.0,2011-09,179.04000000000002,2,2011-09-01,2011-09,2011-09,2011-09,1
13435.0,2011-06,426.44000000000005,1,2011-06-01,2011-06,2011-06,2011-06,1
13435.0,2011-08,349.92,2,2011-08-01,2011-06,2011-08,2011-06,3
13435.0,2011-09,716.1500000000001,2,2011-09-01,2011-06,2011-09,2011-06,4
13435.0,2011-10,558.6,1,2011-10-01,2011-06,2011-10,2011-06,5
13435.0,2011-11,638.69,1,2011-11-01,2011-06,2011-11,2011-06,6
13435.0,2011-12,446.45,2,2011-12-01,2011-06,2011-12,2011-06,7
13436.0,2011-12,196.89,1,2011-12-01,2011-12,2011-12,2011-12,1
13437.0,2011-06,1661.73,2,2011-06-01,2011-06,2011-06,2011-06,1
13437.0,2011-08,362.52000000000004,1,2011-08-01,2011-06,2011-08,2011-06,3
13437.0,2011-09,149.35,1,2011-09-01,2011-06,2011-09,2011-06,4
13437.0,2011-11,1234.46,3,2011-11-01,2011-06,2011-11,2011-06,6
13439.0,2011-03,283.71,1,2011-03-01,2011-03,2011-03,2011-03,1
13441.0,2011-09,296.64,1,2011-09-01,2011-09,2011-09,2011-09,1
13447.0,2011-11,1154.05,4,2011-11-01,2011-11,2011-11,2011-11,1
13448.0,2010-12,870.5400000000001,5,2010-12-01,2010-12,2010-12,2010-12,1
13448.0,2011-05,596.67,2,2011-05-01,2010-12,2011-05,2010-12,6
13448.0,2011-09,1095.54,2,2011-09-01,2010-12,2011-09,2010-12,10
13448.0,2011-11,1050.3200000000002,1,2011-11-01,2010-12,2011-11,2010-12,12
13449.0,2011-11,291.88,1,2011-11-01,2011-11,2011-11,2011-11,1
13450.0,2011-05,678.54,2,2011-05-01,2011-05,2011-05,2011-05,1
13450.0,2011-07,440.64,1,2011-07-01,2011-05,2011-07,2011-05,3
13450.0,2011-08,302.28,1,2011-08-01,2011-05,2011-08,2011-05,4
13450.0,2011-09,305.82,1,2011-09-01,2011-05,2011-09,2011-05,5
13450.0,2011-11,212.76,1,2011-11-01,2011-05,2011-11,2011-05,7
13451.0,2011-01,401.49,1,2011-01-01,2011-01,2011-01,2011-01,1
13451.0,2011-03,670.58,2,2011-03-01,2011-01,2011-03,2011-01,3
13451.0,2011-05,640.01,1,2011-05-01,2011-01,2011-05,2011-01,5
13451.0,2011-08,811.01,1,2011-08-01,2011-01,2011-08,2011-01,8
13451.0,2011-11,512.76,1,2011-11-01,2011-01,2011-11,2011-01,11
13453.0,2011-02,185.0,1,2011-02-01,2011-02,2011-02,2011-02,1
13453.0,2011-06,171.98,1,2011-06-01,2011-02,2011-06,2011-02,5
13455.0,2010-12,692.94,1,2010-12-01,2010-12,2010-12,2010-12,1
13455.0,2011-01,42.04,1,2011-01-01,2010-12,2011-01,2010-12,2
13455.0,2011-05,8.95,1,2011-05-01,2010-12,2011-05,2010-12,6
13455.0,2011-11,365.4,1,2011-11-01,2010-12,2011-11,2010-12,12
13456.0,2011-05,207.66,1,2011-05-01,2011-05,2011-05,2011-05,1
13456.0,2011-06,246.3,2,2011-06-01,2011-05,2011-06,2011-05,2
13456.0,2011-07,15.0,1,2011-07-01,2011-05,2011-07,2011-05,3
13456.0,2011-10,454.76,1,2011-10-01,2011-05,2011-10,2011-05,6
13456.0,2011-11,456.90000000000003,2,2011-11-01,2011-05,2011-11,2011-05,7
13458.0,2010-12,1202.3600000000001,2,2010-12-01,2010-12,2010-12,2010-12,1
13458.0,2011-01,1509.53,3,2011-01-01,2010-12,2011-01,2010-12,2
13458.0,2011-02,1495.78,2,2011-02-01,2010-12,2011-02,2010-12,3
13458.0,2011-03,2.95,1,2011-03-01,2010-12,2011-03,2010-12,4
13458.0,2011-04,1024.49,2,2011-04-01,2010-12,2011-04,2010-12,5
13458.0,2011-05,443.65999999999997,1,2011-05-01,2010-12,2011-05,2010-12,6
13458.0,2011-06,950.04,3,2011-06-01,2010-12,2011-06,2010-12,7
13458.0,2011-07,794.58,1,2011-07-01,2010-12,2011-07,2010-12,8
13458.0,2011-09,330.48,2,2011-09-01,2010-12,2011-09,2010-12,10
13458.0,2011-10,994.22,2,2011-10-01,2010-12,2011-10,2010-12,11
13458.0,2011-11,422.61,2,2011-11-01,2010-12,2011-11,2010-12,12
13458.0,2011-12,584.52,1,2011-12-01,2010-12,2011-12,2010-12,13
13460.0,2011-10,107.46000000000001,1,2011-10-01,2011-10,2011-10,2011-10,1
13460.0,2011-11,75.98,1,2011-11-01,2011-10,2011-11,2011-10,2
13461.0,2011-06,576.4,1,2011-06-01,2011-06,2011-06,2011-06,1
13461.0,2011-07,19.799999999999997,1,2011-07-01,2011-06,2011-07,2011-06,2
13461.0,2011-11,397.0,1,2011-11-01,2011-06,2011-11,2011-06,6
13462.0,2011-04,151.5,1,2011-04-01,2011-04,2011-04,2011-04,1
13462.0,2011-06,8.25,1,2011-06-01,2011-04,2011-06,2011-04,3
13464.0,2011-10,674.68,1,2011-10-01,2011-10,2011-10,2011-10,1
13466.0,2011-06,307.9,1,2011-06-01,2011-06,2011-06,2011-06,1
13466.0,2011-08,9.95,1,2011-08-01,2011-06,2011-08,2011-06,3
13467.0,2011-11,1083.71,2,2011-11-01,2011-11,2011-11,2011-11,1
13468.0,2010-12,911.0,4,2010-12-01,2010-12,2010-12,2010-12,1
13468.0,2011-01,291.85,2,2011-01-01,2010-12,2011-01,2010-12,2
13468.0,2011-02,406.65000000000003,3,2011-02-01,2010-12,2011-02,2010-12,3
13468.0,2011-03,690.62,5,2011-03-01,2010-12,2011-03,2010-12,4
13468.0,2011-04,816.0,4,2011-04-01,2010-12,2011-04,2010-12,5
13468.0,2011-05,483.5,4,2011-05-01,2010-12,2011-05,2010-12,6
13468.0,2011-06,102.72,1,2011-06-01,2010-12,2011-06,2010-12,7
13468.0,2011-07,343.09,4,2011-07-01,2010-12,2011-07,2010-12,8
13468.0,2011-08,228.47,2,2011-08-01,2010-12,2011-08,2010-12,9
13468.0,2011-09,446.36,4,2011-09-01,2010-12,2011-09,2010-12,10
13468.0,2011-10,222.63,2,2011-10-01,2010-12,2011-10,2010-12,11
13468.0,2011-11,346.26,3,2011-11-01,2010-12,2011-11,2010-12,12
13468.0,2011-12,300.84000000000003,3,2011-12-01,2010-12,2011-12,2010-12,13
13470.0,2011-08,115.5,1,2011-08-01,2011-08,2011-08,2011-08,1
13470.0,2011-09,49.5,1,2011-09-01,2011-08,2011-09,2011-08,2
13471.0,2011-10,941.67,1,2011-10-01,2011-10,2011-10,2011-10,1
13471.0,2011-11,604.73,1,2011-11-01,2011-10,2011-11,2011-10,2
13471.0,2011-12,985.1800000000001,2,2011-12-01,2011-10,2011-12,2011-10,3
13473.0,2011-01,246.35999999999999,2,2011-01-01,2011-01,2011-01,2011-01,1
13473.0,2011-10,181.38,1,2011-10-01,2011-01,2011-10,2011-01,10
13474.0,2011-04,229.59,1,2011-04-01,2011-04,2011-04,2011-04,1
13475.0,2011-02,317.12,1,2011-02-01,2011-02,2011-02,2011-02,1
13475.0,2011-03,589.4,1,2011-03-01,2011-02,2011-03,2011-02,2
13475.0,2011-05,371.96,1,2011-05-01,2011-02,2011-05,2011-02,4
13475.0,2011-06,153.3,1,2011-06-01,2011-02,2011-06,2011-02,5
13476.0,2011-03,748.3000000000001,2,2011-03-01,2011-03,2011-03,2011-03,1
13476.0,2011-06,635.87,2,2011-06-01,2011-03,2011-06,2011-03,4
13477.0,2011-02,185.39999999999998,1,2011-02-01,2011-02,2011-02,2011-02,1
13477.0,2011-03,13.05,2,2011-03-01,2011-02,2011-03,2011-02,2
13477.0,2011-05,330.63,1,2011-05-01,2011-02,2011-05,2011-02,4
13477.0,2011-06,249.76,1,2011-06-01,2011-02,2011-06,2011-02,5
13477.0,2011-07,133.76,1,2011-07-01,2011-02,2011-07,2011-02,6
13477.0,2011-10,464.07,1,2011-10-01,2011-02,2011-10,2011-02,9
13477.0,2011-11,90.96,1,2011-11-01,2011-02,2011-11,2011-02,10
13479.0,2011-04,144.35,1,2011-04-01,2011-04,2011-04,2011-04,1
13479.0,2011-05,166.55,2,2011-05-01,2011-04,2011-05,2011-04,2
13481.0,2010-12,4.25,1,2010-12-01,2010-12,2010-12,2010-12,1
13481.0,2011-03,665.28,1,2011-03-01,2010-12,2011-03,2010-12,4
13481.0,2011-04,8.5,1,2011-04-01,2010-12,2011-04,2010-12,5
13481.0,2011-05,313.71000000000004,1,2011-05-01,2010-12,2011-05,2010-12,6
13481.0,2011-08,382.34,2,2011-08-01,2010-12,2011-08,2010-12,9
13481.0,2011-09,15.0,1,2011-09-01,2010-12,2011-09,2010-12,10
13481.0,2011-10,443.23,1,2011-10-01,2010-12,2011-10,2010-12,11
13482.0,2011-04,184.64,1,2011-04-01,2011-04,2011-04,2011-04,1
13483.0,2011-10,140.34,1,2011-10-01,2011-10,2011-10,2011-10,1
13484.0,2011-04,313.8,1,2011-04-01,2011-04,2011-04,2011-04,1
13485.0,2011-04,454.24,1,2011-04-01,2011-04,2011-04,2011-04,1
13486.0,2011-07,202.16,1,2011-07-01,2011-07,2011-07,2011-07,1
13486.0,2011-08,617.4499999999999,1,2011-08-01,2011-07,2011-08,2011-07,2
13486.0,2011-09,302.8,1,2011-09-01,2011-07,2011-09,2011-07,3
13487.0,2010-12,193.15,1,2010-12-01,2010-12,2010-12,2010-12,1
13487.0,2011-05,215.65,1,2011-05-01,2010-12,2011-05,2010-12,6
13487.0,2011-10,166.6,1,2011-10-01,2010-12,2011-10,2010-12,11
13488.0,2010-12,1143.12,1,2010-12-01,2010-12,2010-12,2010-12,1
13488.0,2011-01,1363.24,2,2011-01-01,2010-12,2011-01,2010-12,2
13488.0,2011-02,655.55,1,2011-02-01,2010-12,2011-02,2010-12,3
13488.0,2011-03,716.9,2,2011-03-01,2010-12,2011-03,2010-12,4
13488.0,2011-05,1420.72,2,2011-05-01,2010-12,2011-05,2010-12,6
13488.0,2011-06,44.849999999999994,1,2011-06-01,2010-12,2011-06,2010-12,7
13488.0,2011-07,428.53999999999996,3,2011-07-01,2010-12,2011-07,2010-12,8
13488.0,2011-08,642.36,1,2011-08-01,2010-12,2011-08,2010-12,9
13488.0,2011-09,770.81,2,2011-09-01,2010-12,2011-09,2010-12,10
13488.0,2011-10,878.98,1,2011-10-01,2010-12,2011-10,2010-12,11
13488.0,2011-11,722.14,1,2011-11-01,2010-12,2011-11,2010-12,12
13489.0,2011-02,77.28,1,2011-02-01,2011-02,2011-02,2011-02,1
13489.0,2011-07,51.36,1,2011-07-01,2011-02,2011-07,2011-02,6
13489.0,2011-08,162.48,1,2011-08-01,2011-02,2011-08,2011-02,7
13491.0,2010-12,196.4,2,2010-12-01,2010-12,2010-12,2010-12,1
13491.0,2011-01,328.34000000000003,2,2011-01-01,2010-12,2011-01,2010-12,2
13491.0,2011-02,117.09,1,2011-02-01,2010-12,2011-02,2010-12,3
13491.0,2011-03,252.88,2,2011-03-01,2010-12,2011-03,2010-12,4
13491.0,2011-04,136.92,1,2011-04-01,2010-12,2011-04,2010-12,5
13491.0,2011-07,56.82,1,2011-07-01,2010-12,2011-07,2010-12,8
13491.0,2011-10,127.37,1,2011-10-01,2010-12,2011-10,2010-12,11
13492.0,2011-05,315.3,1,2011-05-01,2011-05,2011-05,2011-05,1
13492.0,2011-07,954.54,2,2011-07-01,2011-05,2011-07,2011-05,3
13493.0,2011-02,179.35,1,2011-02-01,2011-02,2011-02,2011-02,1
13493.0,2011-03,179.0,1,2011-03-01,2011-02,2011-03,2011-02,2
13494.0,2011-02,316.26000000000005,1,2011-02-01,2011-02,2011-02,2011-02,1
13495.0,2010-12,920.1800000000001,3,2010-12-01,2010-12,2010-12,2010-12,1
13495.0,2011-04,207.0,1,2011-04-01,2010-12,2011-04,2010-12,5
13495.0,2011-11,659.8,1,2011-11-01,2010-12,2011-11,2010-12,12
13495.0,2011-12,312.64,1,2011-12-01,2010-12,2011-12,2010-12,13
13496.0,2010-12,536.41,2,2010-12-01,2010-12,2010-12,2010-12,1
13496.0,2011-11,152.32,1,2011-11-01,2010-12,2011-11,2010-12,12
13497.0,2010-12,180.5,2,2010-12-01,2010-12,2010-12,2010-12,1
13497.0,2011-03,194.55,1,2011-03-01,2010-12,2011-03,2010-12,4
13499.0,2011-03,158.23000000000002,1,2011-03-01,2011-03,2011-03,2011-03,1
13499.0,2011-04,305.56,1,2011-04-01,2011-03,2011-04,2011-03,2
13499.0,2011-05,9.2,1,2011-05-01,2011-03,2011-05,2011-03,3
13499.0,2011-09,150.06,1,2011-09-01,2011-03,2011-09,2011-03,7
13499.0,2011-10,2.95,1,2011-10-01,2011-03,2011-10,2011-03,8
13499.0,2011-11,433.9,2,2011-11-01,2011-03,2011-11,2011-03,9
13500.0,2011-08,326.4,1,2011-08-01,2011-08,2011-08,2011-08,1
13500.0,2011-11,870.37,3,2011-11-01,2011-08,2011-11,2011-08,4
13501.0,2011-02,1340.32,1,2011-02-01,2011-02,2011-02,2011-02,1
13501.0,2011-04,29.849999999999998,1,2011-04-01,2011-02,2011-04,2011-02,3
13502.0,2011-01,114.6,1,2011-01-01,2011-01,2011-01,2011-01,1
13502.0,2011-03,74.56,1,2011-03-01,2011-01,2011-03,2011-01,3
13502.0,2011-11,102.84,1,2011-11-01,2011-01,2011-11,2011-01,11
13503.0,2011-09,216.85,1,2011-09-01,2011-09,2011-09,2011-09,1
13504.0,2011-10,295.93,1,2011-10-01,2011-10,2011-10,2011-10,1
13505.0,2011-04,849.69,1,2011-04-01,2011-04,2011-04,2011-04,1
13505.0,2011-05,789.1999999999999,2,2011-05-01,2011-04,2011-05,2011-04,2
13505.0,2011-06,688.98,2,2011-06-01,2011-04,2011-06,2011-04,3
13505.0,2011-08,29.250000000000004,1,2011-08-01,2011-04,2011-08,2011-04,5
13505.0,2011-09,1490.51,1,2011-09-01,2011-04,2011-09,2011-04,6
13505.0,2011-10,16.75,1,2011-10-01,2011-04,2011-10,2011-04,7
13506.0,2010-12,301.12,1,2010-12-01,2010-12,2010-12,2010-12,1
13506.0,2011-01,163.1,2,2011-01-01,2010-12,2011-01,2010-12,2
13507.0,2011-07,1242.3799999999999,1,2011-07-01,2011-07,2011-07,2011-07,1
13507.0,2011-08,394.09,1,2011-08-01,2011-07,2011-08,2011-07,2
13507.0,2011-09,386.32,1,2011-09-01,2011-07,2011-09,2011-07,3
13507.0,2011-12,456.37,1,2011-12-01,2011-07,2011-12,2011-07,6
13508.0,2011-04,110.97,1,2011-04-01,2011-04,2011-04,2011-04,1
13509.0,2011-02,209.32,1,2011-02-01,2011-02,2011-02,2011-02,1
13509.0,2011-03,290.82,1,2011-03-01,2011-02,2011-03,2011-02,2
13509.0,2011-07,15.0,1,2011-07-01,2011-02,2011-07,2011-02,6
13509.0,2011-09,40.0,1,2011-09-01,2011-02,2011-09,2011-02,8
13509.0,2011-10,176.6,1,2011-10-01,2011-02,2011-10,2011-02,9
13509.0,2011-12,98.10000000000001,1,2011-12-01,2011-02,2011-12,2011-02,11
13510.0,2011-06,585.3199999999999,1,2011-06-01,2011-06,2011-06,2011-06,1
13510.0,2011-07,6.4,1,2011-07-01,2011-06,2011-07,2011-06,2
13510.0,2011-09,312.49,1,2011-09-01,2011-06,2011-09,2011-06,4
13510.0,2011-10,551.89,1,2011-10-01,2011-06,2011-10,2011-06,5
13510.0,2011-12,341.86,1,2011-12-01,2011-06,2011-12,2011-06,7
13512.0,2011-03,251.21,1,2011-03-01,2011-03,2011-03,2011-03,1
13513.0,2011-08,205.1,1,2011-08-01,2011-08,2011-08,2011-08,1
13514.0,2011-09,152.20000000000002,1,2011-09-01,2011-09,2011-09,2011-09,1
13515.0,2011-04,203.4,1,2011-04-01,2011-04,2011-04,2011-04,1
13515.0,2011-07,132.16,1,2011-07-01,2011-04,2011-07,2011-04,4
13515.0,2011-08,188.39999999999998,1,2011-08-01,2011-04,2011-08,2011-04,5
13515.0,2011-09,367.16,1,2011-09-01,2011-04,2011-09,2011-04,6
13516.0,2011-04,146.0,1,2011-04-01,2011-04,2011-04,2011-04,1
13516.0,2011-09,474.41,1,2011-09-01,2011-04,2011-09,2011-04,6
13516.0,2011-11,15.0,1,2011-11-01,2011-04,2011-11,2011-04,8
13517.0,2011-06,1105.61,2,2011-06-01,2011-06,2011-06,2011-06,1
13517.0,2011-08,525.92,2,2011-08-01,2011-06,2011-08,2011-06,3
13517.0,2011-10,516.24,1,2011-10-01,2011-06,2011-10,2011-06,5
13518.0,2011-09,659.4399999999999,1,2011-09-01,2011-09,2011-09,2011-09,1
13519.0,2011-09,122.75,1,2011-09-01,2011-09,2011-09,2011-09,1
13519.0,2011-10,11.95,1,2011-10-01,2011-09,2011-10,2011-09,2
13520.0,2010-12,303.4,1,2010-12-01,2010-12,2010-12,2010-12,1
13520.0,2011-01,685.12,1,2011-01-01,2010-12,2011-01,2010-12,2
13520.0,2011-03,490.78000000000003,1,2011-03-01,2010-12,2011-03,2010-12,4
13520.0,2011-06,612.68,1,2011-06-01,2010-12,2011-06,2010-12,7
13520.0,2011-07,776.0,2,2011-07-01,2010-12,2011-07,2010-12,8
13520.0,2011-08,16.6,1,2011-08-01,2010-12,2011-08,2010-12,9
13520.0,2011-10,676.37,1,2011-10-01,2010-12,2011-10,2010-12,11
13521.0,2011-11,287.88,1,2011-11-01,2011-11,2011-11,2011-11,1
13521.0,2011-12,805.77,2,2011-12-01,2011-11,2011-12,2011-11,2
13522.0,2011-11,125.80000000000001,1,2011-11-01,2011-11,2011-11,2011-11,1
13523.0,2010-12,566.95,1,2010-12-01,2010-12,2010-12,2010-12,1
13523.0,2011-05,1472.29,2,2011-05-01,2010-12,2011-05,2010-12,6
13523.0,2011-06,44.5,1,2011-06-01,2010-12,2011-06,2010-12,7
13523.0,2011-10,616.8,1,2011-10-01,2010-12,2011-10,2010-12,11
13523.0,2011-11,978.84,1,2011-11-01,2010-12,2011-11,2010-12,12
13524.0,2011-05,159.20000000000002,1,2011-05-01,2011-05,2011-05,2011-05,1
13524.0,2011-06,88.50000000000001,1,2011-06-01,2011-05,2011-06,2011-05,2
13524.0,2011-08,161.16000000000003,1,2011-08-01,2011-05,2011-08,2011-05,4
13524.0,2011-09,75.0,1,2011-09-01,2011-05,2011-09,2011-05,5
13524.0,2011-10,196.32,1,2011-10-01,2011-05,2011-10,2011-05,6
13525.0,2011-04,50.88,1,2011-04-01,2011-04,2011-04,2011-04,1
13525.0,2011-11,113.9,1,2011-11-01,2011-04,2011-11,2011-04,8
13527.0,2011-01,110.45,1,2011-01-01,2011-01,2011-01,2011-01,1
13527.0,2011-05,475.19,1,2011-05-01,2011-01,2011-05,2011-01,5
13527.0,2011-08,780.78,2,2011-08-01,2011-01,2011-08,2011-01,8
13527.0,2011-09,518.47,3,2011-09-01,2011-01,2011-09,2011-01,9
13527.0,2011-11,426.37,1,2011-11-01,2011-01,2011-11,2011-01,11
13529.0,2011-05,181.1,1,2011-05-01,2011-05,2011-05,2011-05,1
13529.0,2011-09,126.66000000000001,1,2011-09-01,2011-05,2011-09,2011-05,5
13531.0,2010-12,305.45,1,2010-12-01,2010-12,2010-12,2010-12,1
13531.0,2011-05,178.35,1,2011-05-01,2010-12,2011-05,2010-12,6
13532.0,2011-11,210.31,1,2011-11-01,2011-11,2011-11,2011-11,1
13533.0,2011-03,146.64,2,2011-03-01,2011-03,2011-03,2011-03,1
13533.0,2011-06,124.14999999999999,1,2011-06-01,2011-03,2011-06,2011-03,4
13534.0,2010-12,314.55,3,2010-12-01,2010-12,2010-12,2010-12,1
13534.0,2011-01,636.75,7,2011-01-01,2010-12,2011-01,2010-12,2
13534.0,2011-02,180.45000000000002,3,2011-02-01,2010-12,2011-02,2010-12,3
13534.0,2011-03,525.18,4,2011-03-01,2010-12,2011-03,2010-12,4
13534.0,2011-04,493.43,5,2011-04-01,2010-12,2011-04,2010-12,5
13534.0,2011-05,636.6800000000001,4,2011-05-01,2010-12,2011-05,2010-12,6
13534.0,2011-06,323.92,3,2011-06-01,2010-12,2011-06,2010-12,7
13534.0,2011-07,1114.63,4,2011-07-01,2010-12,2011-07,2010-12,8
13534.0,2011-08,361.92,4,2011-08-01,2010-12,2011-08,2010-12,9
13534.0,2011-10,855.6600000000001,3,2011-10-01,2010-12,2011-10,2010-12,11
13534.0,2011-11,326.71000000000004,2,2011-11-01,2010-12,2011-11,2010-12,12
13534.0,2011-12,357.2,1,2011-12-01,2010-12,2011-12,2010-12,13
13536.0,2011-09,455.17,1,2011-09-01,2011-09,2011-09,2011-09,1
13536.0,2011-10,369.74,1,2011-10-01,2011-09,2011-10,2011-09,2
13536.0,2011-11,1614.3799999999999,3,2011-11-01,2011-09,2011-11,2011-09,3
13536.0,2011-12,1009.0,2,2011-12-01,2011-09,2011-12,2011-09,4
13538.0,2011-01,166.8,1,2011-01-01,2011-01,2011-01,2011-01,1
13538.0,2011-03,337.5,1,2011-03-01,2011-01,2011-03,2011-01,3
13538.0,2011-06,115.2,1,2011-06-01,2011-01,2011-06,2011-01,6
13538.0,2011-07,95.4,1,2011-07-01,2011-01,2011-07,2011-01,7
13538.0,2011-08,176.85000000000002,1,2011-08-01,2011-01,2011-08,2011-01,8
13538.0,2011-09,99.0,1,2011-09-01,2011-01,2011-09,2011-01,9
13538.0,2011-10,290.1,1,2011-10-01,2011-01,2011-10,2011-01,10
13539.0,2011-02,164.1,1,2011-02-01,2011-02,2011-02,2011-02,1
13539.0,2011-04,177.05,2,2011-04-01,2011-02,2011-04,2011-02,3
13539.0,2011-09,315.69,1,2011-09-01,2011-02,2011-09,2011-02,8
13544.0,2011-04,122.91,1,2011-04-01,2011-04,2011-04,2011-04,1
13544.0,2011-10,168.5,1,2011-10-01,2011-04,2011-10,2011-04,7
13546.0,2011-05,188.16,1,2011-05-01,2011-05,2011-05,2011-05,1
13546.0,2011-10,230.12,1,2011-10-01,2011-05,2011-10,2011-05,6
13546.0,2011-11,208.71,1,2011-11-01,2011-05,2011-11,2011-05,7
13548.0,2011-04,281.01,1,2011-04-01,2011-04,2011-04,2011-04,1
13548.0,2011-09,401.4,1,2011-09-01,2011-04,2011-09,2011-04,6
13549.0,2011-04,183.5,1,2011-04-01,2011-04,2011-04,2011-04,1
13549.0,2011-05,331.13,3,2011-05-01,2011-04,2011-05,2011-04,2
13549.0,2011-07,249.5,2,2011-07-01,2011-04,2011-07,2011-04,4
13549.0,2011-10,70.15,1,2011-10-01,2011-04,2011-10,2011-04,7
13549.0,2011-11,86.0,1,2011-11-01,2011-04,2011-11,2011-04,8
13551.0,2011-01,91.80000000000001,1,2011-01-01,2011-01,2011-01,2011-01,1
13552.0,2011-01,313.70000000000005,1,2011-01-01,2011-01,2011-01,2011-01,1
13552.0,2011-03,469.05,2,2011-03-01,2011-01,2011-03,2011-01,3
13552.0,2011-05,1101.04,3,2011-05-01,2011-01,2011-05,2011-01,5
13552.0,2011-06,566.59,4,2011-06-01,2011-01,2011-06,2011-01,6
13552.0,2011-08,483.82,2,2011-08-01,2011-01,2011-08,2011-01,8
13552.0,2011-09,580.89,3,2011-09-01,2011-01,2011-09,2011-01,9
13552.0,2011-10,425.52,1,2011-10-01,2011-01,2011-10,2011-01,10
13555.0,2011-05,1590.05,2,2011-05-01,2011-05,2011-05,2011-05,1
13555.0,2011-09,2517.23,2,2011-09-01,2011-05,2011-09,2011-05,5
13557.0,2011-03,240.68,1,2011-03-01,2011-03,2011-03,2011-03,1
13557.0,2011-11,343.38,1,2011-11-01,2011-03,2011-11,2011-03,9
13558.0,2011-10,323.25,2,2011-10-01,2011-10,2011-10,2011-10,1
13558.0,2011-11,159.13,1,2011-11-01,2011-10,2011-11,2011-10,2
13558.0,2011-12,122.67999999999999,1,2011-12-01,2011-10,2011-12,2011-10,3
13560.0,2011-12,174.37,1,2011-12-01,2011-12,2011-12,2011-12,1
13561.0,2011-05,141.85999999999999,1,2011-05-01,2011-05,2011-05,2011-05,1
13562.0,2011-04,603.27,1,2011-04-01,2011-04,2011-04,2011-04,1
13562.0,2011-07,606.46,1,2011-07-01,2011-04,2011-07,2011-04,4
13562.0,2011-09,589.6,1,2011-09-01,2011-04,2011-09,2011-04,6
13563.0,2011-07,310.88,1,2011-07-01,2011-07,2011-07,2011-07,1
13563.0,2011-09,301.65,1,2011-09-01,2011-07,2011-09,2011-07,3
